5304	23323
1144	23097
592	22854
1555	22840
982	22737
2807	22717
2279	22682
821	22674
2384	22674
2260	22588
3897	22148
3852	21838
1601	21810
2473	21809
1566	21476
740	21399
5860	21288
1609	21271
837	21224
2532	21189
17	21160
4396	20748
2307	20562
5912	20509
6617	20493
1363	20475
1264	20413
817	20406
2418	20402
1457	20398
589	20301
550	20211
1373	20120
851	20035
1377	19749
4434	19630
2483	19451
2228	19315
2231	19278
5817	19235
1117	19187
1327	19164
548	19048
4152	18952
1229	18917
580	18905
4472	18782
46	18740
923	18638
1575	18261
2329	18133
655	18024
5261	18004
995	17884
2227	17847
5761	17789
799	17747
6465	17687
2375	17674
25	17616
1234	17583
2010	17543
2270	17515
2704	17447
2475	17436
1999	17372
2241	17348
2746	17326
1291	17285
5507	17171
2958	17107
698	17020
701	16992
853	16986
5728	16967
99	16847
1617	16752
5318	16523
2419	16497
1150	16357
2443	16073
667	15852
2266	15735
6488	15628
6601	15560
1957	15503
2368	15426
2100	15219
1852	15144
2505	15142
3905	15142
744	15138
4529	15132
1172	15132
1199	15132
2979	15132
6532	15132
2454	15094
1447	15086
2293	15084
2467	15083
1547	14991
4115	14838
1410	14798
1578	14755
1149	14670
598	2432
2292	123
191	534
2516	12
5203	
1208	14128
1432	14069
1791	14031
2529	13941
183	13893
5888	13863
2512	13833
1528	13827
4331	13791
612	13739
197	13695
2357	13610
5875	13602
2675	13592
2533	13590
4925	13574
2426	13552
1687	13498
2468	13492
1935	13480
1408	13384
1202	13366
2470	13253
1364	13239
507	13085
1001	13004
6271	12965
1685	12963
839	12951
2143	12828
880	12742
1823	12500
1827	12486
2377	12421
1850	12321
1459	12312
1443	12297
2372	12230
755	12214
5121	12162
2364	12142
2412	12126
1637	12050
2798	12049
2484	12045
2520	12044
1263	11975
5407	11964
921	11957
2822	11954
1206	11918
4728	11698
2887	11662
5395	11552
1439	11537
719	11514
2517	11499
2213	11492
731	11412
1255	11361
1971	11361
5850	11361
2871	11361
1596	11359
4663	11359
6778	11359
2587	11358
2769	11355
2387	11355
2420	11355
5945	11355
6266	11355
6437	11355
2376	11337
2282	11319
696	11315
2806	11172
2326	11154
681	11107
1295	10983
2246	10915
3	10881
745	10859
5267	10797
714	10591
2058	10567
1417	10534
1374	10441
1189	10430
2068	10417
2250	10350
1531	10253
1811	10205
808	10148
2308	10132
805	10082
760	10063
859	10029
2012	10001
1558	9957
1339	9841
1527	9802
2233	9739
804	9702
5398	9653
2304	9598
2535	9562
893	9543
595	9524
1656	9441
610	9424
2518	9359
2229	9326
2285	9286
5153	9279
77	9243
2251	9182
4277	9181
1495	9165
64	9116
848	9075
1646	8972
956	8946
1038	8908
5955	8851
1338	8749
7461	8714
1277	8698
1620	8638
2519	8584
2065	8524
2195	8519
2544	8505
999	8492
2297	8431
6505	8417
195	8349
6683	8343
2732	8312
135	8309
4253	8306
1487	8259
72	8218
2281	8208
2683	8194
7864	8179
2290	8161
2222	8147
1145	8085
2523	8085
1372	8069
844	7970
1625	7958
2911	7909
871	7906
1636	7901
2530	7885
2277	7851
5889	7735
2449	7663
1226	7622
557	7584
2799	7576
1387	7576
343	7576
1540	7576
1283	7576
4950	7576
3977	7576
5486	7576
901	7576
594	7576
6507	7574
1897	7574
2734	7574
5477	7574
1932	7574
5177	7574
4346	7574
6406	7574
6509	7574
1333	7574
6757	7574
1979	7574
1682	7574
1268	7574
1306	7574
2541	7574
915	7574
1296	7572
8850	7570
3010	7457
1488	7437
1371	7434
1523	7345
1193	7320
2332	7268
1825	7252
2821	7232
2338	7205
2876	7070
2403	7055
506	6962
2933	6953
2436	6932
5923	6923
5816	6895
1836	6885
2480	6883
130	6847
2937	6815
220	6739
846	6716
931	6664
2749	6660
2314	6630
2312	6629
1181	6590
2365	6535
3022	6521
2682	6516
2300	6474
2394	6469
6819	6459
1590	6408
2317	6397
6326	6333
1148	6330
939	6313
1215	6304
5599	6257
2469	6253
6416	6215
1626	6168
6566	6159
2210	6129
4244	6103
809	6091
590	6088
1112	6059
2970	6035
1300	6027
2762	6019
6603	6012
5096	5966
2536	5937
2259	5936
2501	5839
2313	5818
2340	5803
2423	5766
6276	5705
2007	5679
5734	5669
710	5667
7670	5624
976	5619
4385	5584
1253	5527
2700	5489
262	5412
2433	5404
2351	5344
5989	5324
709	5247
4345	5246
2729	5127
5956	4989
2389	1563
1197	432
1478	232
1152	3242
1469	535
2446	4873
991	4833
2240	4796
1893	4794
2323	4783
2212	4707
1196	4705
2220	4704
6691	4631
1267	4618
1538	4615
818	4585
1484	4585
2982	4567
1192	4561
4539	4553
761	4503
6491	4503
2404	4475
1735	4474
2273	4458
6274	4448
3009	4418
1501	4383
2037	4304
840	4303
2339	4256
71	4230
2435	4229
1433	4223
1041	4215
665	4201
2247	4186
785	4162
2284	4146
4405	4134
6827	4113
2344	4106
2296	4094
2422	3952
2320	3932
6659	3922
6259	3829
2199	3802
2407	3793
6265	3789
2789	3789
811	3789
1635	3789
6430	3789
6791	3789
673	3789
1467	3789
5037	3789
1330	3789
6567	3789
1400	3789
1594	3789
4896	3789
3984	3789
7548	3789
6621	3789
831	3789
1583	3789
1219	3789
5916	3789
1188	3789
1403	3789
8123	3789
6277	3789
4313	3789
1151	3789
6427	3789
2324	3789
2248	3789
5801	3789
6531	3789
2727	3789
2076	3789
5925	3789
5537	3789
1483	3789
4081	3789
1657	3789
7741	3789
2424	3789
4451	3789
1744	3789
1752	3789
1518	3789
2492	3789
7848	3789
1760	3789
1293	3789
896	3789
5542	3789
2481	3789
676	3789
4676	3789
2399	3789
997	3789
6541	3789
5035	3789
2498	3789
930	3789
2464	3789
1672	3789
2961	3789
1185	3789
3025	3789
8847	3789
46370	3789
1907	3789
2635	3789
1013	3789
1353	3789
1140	3785
2386	3785
1649	3781
2378	3779
4214	3777
2460	3773
2823	3715
2382	3713
3003	3691
847	3681
2342	3650
2880	3646
2239	3640
6337	3631
202	3532
2939	3489
981	3473
2257	3449
4274	3411
1455	3409
4616	3409
4143	3406
5628	3342
5927	3206
2150	3203
591	3161
2235	3142
2224	3136
6362	3136
1658	3133
2245	3096
5924	3069
6790	2963
5827	2939
4298	2931
2298	2920
4484	2915
2350	2886
2258	2876
4595	2852
55	2783
7	2767
4954	2655
2358	2630
746	2623
7817	2613
2581	2584
1678	2547
1032	2534
2681	2531
4511	2522
2509	2460
1749	2405
2575	2365
2698	2345
1476	2300
1361	2277
2274	2257
1319	2257
3996	2247
6501	2241
5576	2228
680	2211
2230	2209
1489	2207
2226	2206
1078	2191
290	2178
2721	2100
771	2088
7566	2054
1716	2037
2331	2035
4255	2008
1754	1976
1659	1969
1503	1934
732	1881
1863	1881
1729	1881
1892	1869
5992	1860
1290	1857
5843	1856
2256	1848
1274	1841
1500	1832
6290	1810
1700	1778
4825	1766
1618	1750
230	1749
1525	1748
5910	1696
938	1689
6602	1656
5355	1638
2022	1637
3790	1629
5783	1618
2951	1600
1508	1597
2479	1594
2414	1590
1191	1589
1223	1582
2774	1580
1003	1578
2453	1572
1530	1571
812	1568
1302	1555
1724	1553
2096	1521
793	1513
2398	1502
825	1461
758	1459
2494	1444
3916	1438
933	1430
1628	1428
4741	1420
5480	1399
2265	1386
5505	1375
4410	1317
700	1251
2348	1244
6588	1244
2054	1209
913	1201
6283	1170
7853	1140
2370	1108
2393	1100
836	1096
2514	1079
2130	1071
2471	1047
2531	1010
1559	995
2447	990
2026	979
2337	960
1831	951
2437	928
2391	909
1011	889
2356	845
1898	843
826	837
2219	835
4862	820
6828	809
2579	777
2472	770
2374	766
2429	758
2696	756
2214	682
5501	666
107	640
2379	638
2783	637
2249	634
2430	632
5899	632
3891	631
2445	627
4370	610
4994	543
3999	535
718	514
2465	508
2539	493
510	477
4359	476
1686	467
2252	467
1463	466
2917	443
4610	378
2942	377
1414	369
4792	327
6471	304
5947	304
1271	278
759	276
549	273
6291	268
1589	251
2336	246
4667	240
996	221
860	215
1653	207
1634	197
152	170
1435	161
2309	150
1567	148
1322	141
2607	129
2983	103
824	83
227	79
5216	75
5649	75
842	75
2585	62
1002	59
789	56
1266	51
4040	50
4790	44
6745	27
4638	23
834	20
1710	18
1644	16
2457	14
3870	14
7592	12
669	12
845	12
3038	10
6251	10
1746	10
4857	8
783	8
1130	8
1532	8
2349	8
6837	8
4572	8
1102	6
2452	6
1705	6
4806	6
1357	6
2609	6
1747	6
5809	5
8755	4
970	4
9002	4
3801	4
2004	3
1419	3
4363	2
1927	2
1800	2
1740	2
75	2
1924	2
4485	2
5147	2
2077	2
7586	2
2461	2
2396	2
6392	2
5808	2
823	2
1023	2
4675	2
1233	2
5601	2
5516	0
2717	0
2985	0
2990	0
2827	0
2724	0
2750	0
6484	0
110	0
4407	0
2028	0
2864	0
792	0
5191	0
376	0
4111	0
7472	0
5922	0
6592	0
4294	0
7607	0
2508	0
887	0
2109	0
125	0
1509	0
906	0
5753	0
1640	0
5944	0
4913	0
150	0
1683	0
914	0
4869	0
1239	0
5162	0
1205	0
6496	0
6380	0
1024	0
4266	0
1221	0
1207	0
1461	0
1797	0
2149	0
1176	0
1472	0
5583	0
6289	0
5381	0
6344	0
5107	0
1224	0
7247	0
2563	0
1216	0
4323	0
909	0
1853	0
1190	0
8846	0
6614	0
955	0
5951	0
6401	0
6267	0
2938	0
3817	0
1648	0
4213	0
6797	0
6297	0
2095	0
2511	0
3803	0
509	0
1562	0
3031	0
3839	0
2225	0
2115	0
1992	0
1604	0
2330	0
4820	0
5869	0
2439	0
4295	0
2716	0
4365	0
8095	0
1423	0
8992	0
5659	0
965	0
838	0
1409	0
8870	0
29083	0
5813	0
2017	0
1810	0
5904	0
2073	0
6476	0
1739	0
3846	0
4246	0
3000	0
4124	0
5277	0
2809	0
2316	0
5868	0
5802	0
5760	0
865	0
1359	0
934	0
739	0
8949	0
3944	0
282	0
6415	0
625	0
2558	0
1641	0
3041	0
8993	0
7745	0
7228	0
8048	0
4753	0
2421	0
5290	0
4507	0
1803	0
5590	0
2081	0
4541	0
2873	0
1386	0
2476	0
727	0
1103	0
2583	0
3939	0
2845	0
1712	0
5902	0
980	0
6640	0
841	0
6345	0
5882	0
1146	0
4265	0
937	0
6479	0
5566	0
5750	0
1903	0
5547	0
5667	0
2995	0
1431	0
1711	0
24270	0
192	0
7167	0
5804	0
2980	0
4533	0
6587	0
867	0
6731	0
5610	0
1444	0
5210	0
2497	0
6812	0
2753	0
1684	0
5810	0
5268	0
1741	0
2444	0
4969	0
5144	0
1763	0
2525	0
6400	0
4534	0
1777	0
1416	0
2400	0
6818	0
7297	0
2965	0
1260	0
6386	0
4476	0
6263	0
2264	0
2625	0
4287	0
8110	0
1698	0
2619	0
5596	0
2502	0
4145	0
2347	0
1954	0
2038	0
2148	0
5807	0
1235	0
1718	0
2462	0
1972	0
1430	0
2050	0
4083	0
7333	0
801	0
5733	0
2121	0
2490	0
2931	0
4911	0
1328	0
5548	0
6264	0
2428	0
1655	0
1163	0
6366	0
6378	0
136	0
962	0
6282	0
2103	0
1627	0
5524	0
6615	0
1908	0
46327	0
802	0
1356	0
1183	0
41	0
6340	0
8708	0
2286	0
1481	0
6650	0
6381	0
6351	0
6375	0
1486	0
2466	0
1475	0
830	0
1262	0
5897	0
1670	0
2401	0
1252	0
97	0
4499	0
29241	0
8614	0
1289	0
2003	0
6356	0
4348	0
6452	0
2288	0
2325	0
1771	0
776	0
4764	0
1668	0
2380	0
4215	0
1254	0
5805	0
651	0
1953	0
1925	0
1967	0
1901	0
1780	0
4073	0
1647	0
2306	0
1537	0
2059	0
5033	0
2699	0
2491	0
1554	0
5093	0
7661	0
8936	0
6604	0
5928	0
5774	0
886	0
2482	0
6407	0
5259	0
2524	0
1980	0
1968	0
7971	0
4319	0
4230	0
6257	0
4731	0
8544	0
6483	0
5022	0
1491	0
6706	0
4981	0
6579	0
2897	0
1186	0
3908	0
2936	0
2506	0
6661	0
4333	0
1745	0
1529	0
2294	0
6799	0
4276	0
1367	0
2315	0
3033	0
4713	0
967	0
2564	0
5632	0
5630	0
2438	0
5642	0
4008	0
2741	0
2963	0
4189	0
5881	0
8754	0
7970	0
5506	0
4783	0
1346	0
775	0
6295	0
6824	0
6294	0
3026	0
1922	0
4527	0
4205	0
2367	0
1714	0
2687	0
6753	0
5917	0
2977	0
1511	0
352	0
29082	0
4821	0
1809	0
6494	0
2754	0
5219	0
5946	0
918	0
1131	0
2628	0
1978	0
2363	0
2488	0
5182	0
1329	0
2005	0
5538	0
2204	0
4339	0
1298	0
8529	0
1837	0
2243	0
5852	0
3814	0
2537	0
1638	0
1570	0
3842	0
6595	0
8957	0
3833	0
2345	0
720	0
1629	0
7137	0
2631	0
1966	0
142	0
1734	0
7343	0
2441	0
4312	0
5755	0
656	0
1588	0
6586	0
2335	0
29084	0
1200	0
4290	0
3978	0
889	0
225	0
832	0
5019	0
2287	0
1616	0
29076	0
2151	0
6445	0
88	0
2956	0
2527	0
5853	0
1919	0
7315	0
2824	0
5343	0
2499	0
365	0
6486	0
1534	0
1010	0
4470	0
5347	0
5265	0
1198	0
2955	0
2343	0
6260	0
1755	0
1889	0
6299	0
1671	0
5679	0
2552	0
916	0
5559	0
1542	0
5207	0
4376	0
3945	0
6498	0
1442	0
2223	0
4528	0
2874	0
6624	0
5298	0
1961	0
1805	0
3988	0
2406	0
925	0
6361	0
5640	0
27165	0
3027	0
102	0
1819	0
2561	0
4196	0
2205	0
4637	0
2755	0
2289	0
2094	0
1128	0
2971	0
2802	0
2075	0
1318	0
4054	0
2432	0
5448	0
5485	0
1799	0
4304	0
1874	0
5365	0
2202	0
3980	0
5779	0
4483	0
2039	0
2889	0
2048	0
4701	0
6642	0
3040	0
2392	0
671	0
5815	0
1142	0
4275	0
7868	0
1822	0
29336	0
5462	0
5748	0
4558	0
4945	0
6785	0
2974	0
1018	0
1582	0
1997	0
5926	0
5845	0
2450	0
2946	0
5370	0
2613	0
3880	0
1445	0
2084	0
338	0
2455	0
1178	0
5725	0
5336	0
764	0
8842	0
4035	0
2097	0
4203	0
2676	0
3039	0
1991	0
1743	0
1129	0
1593	0
4477	0
46040	0
4025	0
1866	0
5146	0
796	0
1762	0
2991	0
4944	0
6538	0
5111	0
2534	0
670	0
1237	0
8004	0
543	0
5830	0
5754	0
2458	0
2711	0
2888	0
1513	0
998	0
6405	0
1539	0
1694	0
5671	0
7648	0
975	0
4209	0
3961	0
2069	0
6514	0
6703	0
5844	0
2440	0
5369	0
1521	0
1736	0
1742	0
236	0
5079	0
4065	0
3032	0
5948	0
1770	0
1704	0
1507	0
2814	0
694	0
6424	0
2146	0
4355	0
2216	0
2409	0
6329	0
2649	0
4537	0
1324	0
5044	0
6700	0
1951	0
8940	0
6645	0
6638	0
46465	0
4438	0
2968	0
1370	0
3821	0
2638	0
2305	0
4640	0
1470	0
524	0
4217	0
80	0
1564	0
5184	0
1920	0
4629	0
1764	0
5130	0
1308	0
30	0
1465	0
1600	0
2062	0
542	0
2633	0
6472	0
4822	0
1482	0
961	0
2521	0
1510	0
5775	0
2879	0
2025	0
1545	0
2194	0
2756	0
1962	0
6469	0
3034	0
960	0
1231	0
51	0
1242	0
4430	0
5127	0
372	0
2858	0
4601	0
6404	0
2890	0
2052	0
2515	0
1862	0
8257	0
6748	0
1248	0
6577	0
5328	0
6722	0
2577	0
2463	0
2870	0
4362	0
4228	0
2352	0
2034	0
4760	0
6320	0
6709	0
5898	0
1485	0
4452	0
6279	0
1273	0
5756	0
5949	0
1259	0
1504	0
5425	0
2063	0
6316	0
4191	0
1307	0
6547	0
4409	0
1709	0
2390	0
3896	0
4578	0
2994	0
2739	0
210	0
7429	0
5072	0
6307	0
1285	0
5205	0
2201	0
2969	0
6481	0
1753	0
1326	0
1998	0
6347	0
1427	0
1479	0
5360	0
2820	0
5013	0
7438	0
2950	0
5901	0
2434	0
2215	0
2411	0
1631	0
2785	0
2648	0
4473	0
2055	0
6385	0
1958	0
1989	0
816	0
2371	0
2206	0
3971	0
2927	0
742	0
2891	0
1434	0
5907	0
833	0
2	0
2620	0
4787	0
1872	0
29335	0
8946	0
6357	0
2341	0
1341	0
3792	0
2767	0
6262	0
1883	0
6734	0
2082	0
2263	0
5357	0
5498	0
5134	0
6454	0
4532	0
881	0
2362	0
2595	0
1362	0
1595	0
1304	0
4957	0
2408	0
1256	0
7510	0
6786	0
6771	0
2381	0
2720	0
5851	0
4297	0
1681	0
7610	0
2268	0
5757	0
4726	0
2333	0
806	0
6597	0
1645	0
2987	0
4279	0
1725	0
5634	0
5483	0
1407	0
4804	0
2813	0
3794	0
1717	0
5887	0
7960	0
6647	0
9004	0
1581	0
7940	0
6838	0
2934	0
4795	0
1580	0
6428	0
1722	0
7485	0
8659	0
777	0
1591	0
725	0
4374	0
890	0
1230	0
4774	0
2203	0
891	0
2869	0
5423	0
2383	0
7295	0
815	0
5806	0
2327	0
147	0
753	0
4397	0
4496	0
1969	0
4229	0
1703	0
6466	0
4622	0
2639	0
6843	0
4559	0
4621	0
1421	0
910	0
2976	0
1292	0
2360	0
5100	0
2299	0
1426	0
4450	0
5727	0
5635	0
1228	0
1468	0
2060	0
2693	0
9	0
4999	0
948	0
6460	0
2684	0
2493	0
1312	0
8840	0
4560	0
2878	0
4748	0
2710	0
3907	0
6713	0
1652	0
2395	0
5759	0
1520	0
2621	0
2847	0
4159	0
1615	0
6440	0
1719	0
1505	0
1077	0
1132	0
4495	0
6555	0
1765	0
807	0
1195	0
1643	0
5602	0
1987	0
1633	0
525	0
24196	0
4281	0
2932	0
7678	0
5004	0
2495	0
2791	0
2992	0
1492	0
2280	0
2588	0
936	0
1449	0
5255	0
2366	0
2819	0
1642	0
3008	0
978	0
2459	0
1222	0
1350	0
892	0
1418	0
843	0
5545	0
4202	0
1612	0
6593	0
1261	0
5959	0
827	0
5900	0
1592	0
2478	0
7675	0
6298	0
518	0
1995	0
4965	0
1227	0
5549	0
46328	0
2311	0
2236	0
2218	0
7463	0
1428	0
5803	0
46329	0
3800	0
2442	0
3960	0
8933	0
2144	0
4906	0
5283	0
2088	0
1512	0
6261	0
2209	0
6809	0
1721	0
7316	0
2694	0
3967	0
2940	0
856	0
6308	0
1551	0
1674	0
5867	0
2843	0
2448	0
4962	0
2912	0
3029	0
1813	0
4912	0
2877	0
6774	0
4307	0
4418	0
2815	0
2538	0
4101	0
44028	0
4802	0
8133	0
800	0
415	0
4894	0
1556	0
4597	0
4398	0
8995	0
5415	0
8051	0
5330	0
1411	0
1970	0
1456	0
1695	0
314	0
3037	0
2242	0
5009	0
5829	0
2369	0
5553	0
2926	0
2388	0
4844	0
1286	0
2237	0
2981	0
4411	0
2111	0
2474	0
1550	0
1314	0
6258	0
1779	0
1352	0
5266	0
2098	0
6694	0
1899	0
1812	0
1928	0
2884	0
4028	0
1828	0
2723	0
2402	0
6520	0
2764	0
1240	0
2731	0
5175	0
716	0
1305	0
2487	0
2083	0
293	0
223	0
361	0
2943	0
2486	0
6768	0
2431	0
780	0
6438	0
2836	0
4393	0
2507	0
1360	0
2989	0
8976	0
311	0
29857	0
2301	0
8795	0
4771	0
1323	0
1389	0
6444	0
1990	0
1579	0
5758	0
1569	0
6429	0
2978	0
1546	0
3820	0
3941	0
1943	0
5447	0
1738	0
1776	0
2318	0
5236	0
2456	0
964	0
5209	0
2134	0
1915	0
4488	0
1315	0
5348	0
5442	0
6718	0
1793	0
5903	0
3030	0
1906	0
1737	0
2029	0
2477	0
4700	0
4850	0
1127	0
1110	0
814	0
1884	0
1332	0
2346	0
6355	0
2500	0
2405	0
2385	0
2570	0
6387	0
1630	0
5828	0
6374	0
2759	0
2560	0
5546	0
5192	0
6317	0
4853	0
6788	0
5749	0
1730	0
4193	0
5819	0
1438	0
46366	0
5856	0
5818	0
1331	0
4618	0
4272	0
2689	0
1751	0
2708	0
6384	0
5627	0
1232	0
4929	0
1345	0
2101	0
689	0
1856	0
4381	0
4165	0
2078	0
5588	0
1602	0
2093	0
647	0
4711	0
1502	0
2147	0
3913	0
1574	0
6510	0
2416	0
1894	0
813	0
2211	0
5459	0
5619	0
2359	0
5859	0
4839	0
4679	0
2503	0
1241	0
2945	0
6467	0
717	0
943	0
8264	0
2513	0
957	0
1774	0
1313	0
1841	0
4373	0
2540	0
2952	0
4942	0
2826	0
1496	0
5310	0
4873	0
5950	0
2748	0
6842	0
2918	0
1104	0
3036	0
1466	0
6583	0
2328	0
1690	0
5405	0
4453	0
2528	0
1494	0
2255	0
1720	0
6464	0
1701	0
4403	0
1429	0
4849	0
4020	0
2397	0
